character,character_normalized,dialogue,context,character_state,dialogue_type,motivation,line_number,scene,movie,word_count,sentiment
JERJERROD,Jerjerrod,"The Emperor will succeed, where you have failed. You",General conversation,Neutral,Statement,Conversational,223,Unknown,Star Wars The Return Of The Jedi,9,neutral
VADER,Darth Vader,My son would not be so foolish as to fall into such a trap.,"Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,228,Unknown,Star Wars The Return Of The Jedi,14,negative
JERJERROD,Jerjerrod,"Ahh but, he is not with them. Your son is on his home",General conversation,Resistant/Negative,Statement,Opposing,229,Unknown,Star Wars The Return Of The Jedi,13,negative
VADER,Darth Vader,Get off my bridge!,"Dark Side presence, Imperial authority",Urgent/Commanding,Exclamation,Assertive,232,Unknown,Star Wars The Return Of The Jedi,4,neutral
JERJERROD,Jerjerrod,As you wish…,General conversation,Neutral,Statement,Conversational,233,Unknown,Star Wars The Return Of The Jedi,3,neutral
VADER,Darth Vader,"(to himself) Luke, beware, you are the Emperor’s prey now.","Dark Side presence, Imperial authority",Resistant/Negative,Statement,Opposing,238,Unknown,Star Wars The Return Of The Jedi,10,negative
THREEPIO,C-3PO,"Master Luke, I beg you not to send us out in weather like","Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,261,Unknown,Star Wars The Return Of The Jedi,13,negative
LUKE,Luke Skywalker,Were you able to get everything I asked for?,"Jedi training, heroic journey",Inquisitive,Question,Seeking information,264,Unknown,Star Wars The Return Of The Jedi,9,neutral
THREEPIO,C-3PO,"An impossible task, but yes we have all of it….Artoo?","Protocol droid formality, worry",Inquisitive,Question,Seeking information,265,Unknown,Star Wars The Return Of The Jedi,10,neutral
LANDO,Lando Calrissian,"Next time I’ll try to get us better accommodations, but",General conversation,Neutral,Statement,Conversational,275,Unknown,Star Wars The Return Of The Jedi,10,neutral
LUKE,Luke Skywalker,What did you find out?,"Jedi training, heroic journey",Inquisitive,Question,Seeking information,278,Unknown,Star Wars The Return Of The Jedi,5,neutral
LANDO,Lando Calrissian,He survived the unfreezing process but I couldn’t get any,General conversation,Neutral,Statement,Conversational,279,Unknown,Star Wars The Return Of The Jedi,10,neutral
THREEPIO,C-3PO,"Master Luke, I beg your pardon, but how can these micro","Protocol droid formality, worry",Neutral,Statement,Conversational,283,Unknown,Star Wars The Return Of The Jedi,11,neutral
LUKE,Luke Skywalker,"When it’s finished it will be our ticket into the palace. But first,","Jedi training, heroic journey",Neutral,Statement,Conversational,286,Unknown,Star Wars The Return Of The Jedi,13,neutral
THREEPIO,C-3PO,At your service.,"Protocol droid formality, worry",Neutral,Statement,Conversational,289,Unknown,Star Wars The Return Of The Jedi,3,neutral
LANDO,Lando Calrissian,"Better get something to eat, Luke, we may not get another",General conversation,Resistant/Negative,Statement,Opposing,292,Unknown,Star Wars The Return Of The Jedi,11,negative
LUKE,Luke Skywalker,"You go ahead, I still have some things to do first. (motions to","Jedi training, heroic journey",Neutral,Statement,Conversational,294,Unknown,Star Wars The Return Of The Jedi,13,neutral
THREEPIO,C-3PO,A few more trips outside and I’ll surely short circuit.,"Protocol droid formality, worry",Neutral,Statement,Conversational,302,Unknown,Star Wars The Return Of The Jedi,10,neutral
LANDO,Lando Calrissian,It’s a miracle that Han survived the unfreezing process. I just,General conversation,Neutral,Statement,Conversational,304,Unknown,Star Wars The Return Of The Jedi,11,neutral
THREEPIO,C-3PO,We have to leave?!? What are you talking about? I’m not,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,308,Unknown,Star Wars The Return Of The Jedi,11,neutral
LUKE,Luke Skywalker,"3PO, I need you to go with him to the palace.","Jedi training, heroic journey",Requesting,Statement,Seeking assistance,310,Unknown,Star Wars The Return Of The Jedi,11,neutral
THREEPIO,C-3PO,Palace?!?,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,311,Unknown,Star Wars The Return Of The Jedi,1,neutral
LUKE,Luke Skywalker,He’s going to need your help.,"Jedi training, heroic journey",Requesting,Statement,Seeking assistance,312,Unknown,Star Wars The Return Of The Jedi,6,neutral
THREEPIO,C-3PO,Help!?!,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,313,Unknown,Star Wars The Return Of The Jedi,1,neutral
THREEPIO,C-3PO,"All right, I’m coming. I’m coming. I was afraid of this.","Protocol droid formality, worry",Positive/Agreeable,Statement,Supportive,315,Unknown,Star Wars The Return Of The Jedi,11,positive
LUKE,Luke Skywalker,Threepio…. I’m depending on you.,"Jedi training, heroic journey",Neutral,Statement,Conversational,317,Unknown,Star Wars The Return Of The Jedi,5,neutral
THREEPIO,C-3PO,"Yes, Master Luke.","Protocol droid formality, worry",Positive/Agreeable,Statement,Supportive,318,Unknown,Star Wars The Return Of The Jedi,3,positive
LANDO,Lando Calrissian,What makes you think those droids will ever get in to see,General conversation,Neutral,Statement,Conversational,321,Unknown,Star Wars The Return Of The Jedi,12,neutral
LUKE,Luke Skywalker,Greed. It’s Jabba’s weakness. With this phony spice extractor,"Jedi training, heroic journey",Neutral,Statement,Conversational,323,Unknown,Star Wars The Return Of The Jedi,9,neutral
LANDO,Lando Calrissian,You mean just walk right in?? They’ll kill us.,General conversation,Inquisitive,Question,Seeking information,326,Unknown,Star Wars The Return Of The Jedi,9,neutral
LUKE,Luke Skywalker,"Not when you present Jabba with this little gem, and tell him","Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,327,Unknown,Star Wars The Return Of The Jedi,12,negative
LANDO,Lando Calrissian,But we don’t have another hundred just like it. I think this,General conversation,Resistant/Negative,Statement,Opposing,329,Unknown,Star Wars The Return Of The Jedi,12,negative
LUKE,Luke Skywalker,"Listen, Lando, you know we couldn’t get Han out of that","Jedi training, heroic journey",Resistant/Negative,Statement,Opposing,331,Unknown,Star Wars The Return Of The Jedi,11,negative
LANDO,Lando Calrissian,Then what?,General conversation,Inquisitive,Question,Seeking information,334,Unknown,Star Wars The Return Of The Jedi,2,neutral
LUKE,Luke Skywalker,Then you leave the rest to me.,"Jedi training, heroic journey",Neutral,Statement,Conversational,335,Unknown,Star Wars The Return Of The Jedi,7,neutral
LANDO,Lando Calrissian,I sure hope you know what you’re doing.,General conversation,Resistant/Negative,Statement,Opposing,337,Unknown,Star Wars The Return Of The Jedi,8,negative
THREEPIO,C-3PO,Why are droids always given the dirty work?….,"Protocol droid formality, worry",Inquisitive,Question,Seeking information,343,Unknown,Star Wars The Return Of The Jedi,8,neutral
STRANGE,Strange,VOICE Tee chuta what zudd!,General conversation,Urgent/Commanding,Exclamation,Assertive,351,Unknown,Star Wars The Return Of The Jedi,5,neutral
THREEPIO,C-3PO,Artoo Detoowha bo Seethreeiowha ey toota odd mischka,"Protocol droid formality, worry",Neutral,Statement,Conversational,353,Unknown,Star Wars The Return Of The Jedi,8,neutral
THREEPIO,C-3PO,"I don’t think they’re going to let us in, Artoo, maybe we","Protocol droid formality, worry",Neutral,Statement,Conversational,357,Unknown,Star Wars The Return Of The Jedi,12,neutral
STRANGE,Strange,VOICE Nudd chaa!,General conversation,Urgent/Commanding,Exclamation,Assertive,364,Unknown,Star Wars The Return Of The Jedi,3,neutral
THREEPIO,C-3PO,"Artoo, maybe we should reconsider the…. Artoo wait!","Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,366,Unknown,Star Wars The Return Of The Jedi,8,neutral
THREEPIO,C-3PO,You don’t want to know. Just deliver Master Luke’s,"Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,375,Unknown,Star Wars The Return Of The Jedi,9,negative
BIB,Bib,FORTUNA.,General conversation,Urgent/Commanding,Exclamation,Assertive,379,Unknown,Star Wars The Return Of The Jedi,1,neutral
BIB,Bib,"I am Bib Fortuna, the High Beeser of Hutt. What brings you to our",General conversation,Neutral,Statement,Conversational,380,Unknown,Star Wars The Return Of The Jedi,14,neutral
THREEPIO,C-3PO,"We bring a message to your master, Jabba the Hutt.","Protocol droid formality, worry",Neutral,Statement,Conversational,382,Unknown,Star Wars The Return Of The Jedi,10,neutral
THREEPIO,C-3PO,"….and a gift. (thinks a moment then to R-2) Gift, what","Protocol droid formality, worry",Neutral,Statement,Conversational,384,Unknown,Star Wars The Return Of The Jedi,11,neutral
BIB,Bib,"Jabba cannot be disturbed, I will take the gift for him.",General conversation,Resistant/Negative,Statement,Opposing,386,Unknown,Star Wars The Return Of The Jedi,11,negative
THREEPIO,C-3PO,Artoo give it to him!,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,389,Unknown,Star Wars The Return Of The Jedi,5,neutral
THREEPIO,C-3PO,He says our master’s instructions are to give it only to,"Protocol droid formality, worry",Neutral,Statement,Conversational,391,Unknown,Star Wars The Return Of The Jedi,11,neutral
THREEPIO,C-3PO,I’m terribly sorry. I’m afraid he’s ever so stubborn about,"Protocol droid formality, worry",Neutral,Statement,Conversational,394,Unknown,Star Wars The Return Of The Jedi,10,neutral
BIB,Bib,"Very well then, follow me.",General conversation,Neutral,Statement,Conversational,396,Unknown,Star Wars The Return Of The Jedi,5,neutral
THREEPIO,C-3PO,"Artoo, I have a very bad feeling about this.","Protocol droid formality, worry",Neutral,Statement,Conversational,399,Unknown,Star Wars The Return Of The Jedi,9,neutral
THREEPIO,C-3PO,We’re doomed!,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,404,Unknown,Star Wars The Return Of The Jedi,2,neutral
JABBA,Jabba,(in Huttese) This gift had better be worth it.,General conversation,Neutral,Statement,Conversational,412,Unknown,Star Wars The Return Of The Jedi,9,neutral
JABBA,Jabba,(in Huttese) Speak!,General conversation,Urgent/Commanding,Exclamation,Assertive,415,Unknown,Star Wars The Return Of The Jedi,3,neutral
THREEPIO,C-3PO,"(in English) The message Artoo, the message.","Protocol droid formality, worry",Neutral,Statement,Conversational,416,Unknown,Star Wars The Return Of The Jedi,7,neutral
LUKE,Luke Skywalker,"Greetings, Exalted One. Allow me to introduce myself. I am","Jedi training, heroic journey",Neutral,Statement,Conversational,421,Unknown,Star Wars The Return Of The Jedi,10,neutral
THREEPIO,C-3PO,(in English) What?!? What did he say?,"Protocol droid formality, worry",Urgent/Commanding,Exclamation,Assertive,427,Unknown,Star Wars The Return Of The Jedi,7,neutral
LUKE,Luke Skywalker,Both are hard working and will serve you well…I will soon send,"Jedi training, heroic journey",Neutral,Statement,Conversational,428,Unknown,Star Wars The Return Of The Jedi,12,neutral
THREEPIO,C-3PO,"(in English) Oh no, this can’t be. Artoo you must have","Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,430,Unknown,Star Wars The Return Of The Jedi,11,negative
JABBA,Jabba,"(laughs in Huttese) There will be no bargain, but I will take the",General conversation,Resistant/Negative,Statement,Opposing,432,Unknown,Star Wars The Return Of The Jedi,13,negative
BIB,Bib,"(in Huttese) Bargain rather than fight? He’s no Jedi, he’s an",General conversation,Inquisitive,Question,Seeking information,435,Unknown,Star Wars The Return Of The Jedi,11,neutral
THREEPIO,C-3PO,What could have come over Master Luke? Is it something,"Protocol droid formality, worry",Inquisitive,Question,Seeking information,443,Unknown,Star Wars The Return Of The Jedi,10,neutral
ROBOT,Robot,"named U-8d8 (Eue-Atedeate). The guard grunts to the droid,",General conversation,Neutral,Statement,Conversational,449,Unknown,Star Wars The Return Of The Jedi,9,neutral
ATEDEATE,Atedeate,"Ah, new acquisitions. I am Eue Atedeate, chief of Cyborg",General conversation,Neutral,Statement,Conversational,451,Unknown,Star Wars The Return Of The Jedi,10,neutral
THREEPIO,C-3PO,"I am See Threepio, Human….","Protocol droid formality, worry",Neutral,Statement,Conversational,453,Unknown,Star Wars The Return Of The Jedi,5,neutral
ATEDEATE,Atedeate,Yes or no will do.,General conversation,Resistant/Negative,Statement,Opposing,454,Unknown,Star Wars The Return Of The Jedi,5,negative
THREEPIO,C-3PO,"Well, yes.","Protocol droid formality, worry",Positive/Agreeable,Statement,Supportive,455,Unknown,Star Wars The Return Of The Jedi,2,positive
ATEDEATE,Atedeate,How many languages do you speak?,General conversation,Inquisitive,Question,Seeking information,456,Unknown,Star Wars The Return Of The Jedi,6,neutral
THREEPIO,C-3PO,"I am fluent in over six million forms of communication,","Protocol droid formality, worry",Neutral,Statement,Conversational,457,Unknown,Star Wars The Return Of The Jedi,10,neutral
ATEDEATE,Atedeate,Wonderful! We have been without an interpreter since,General conversation,Urgent/Commanding,Exclamation,Assertive,459,Unknown,Star Wars The Return Of The Jedi,8,neutral
THREEPIO,C-3PO,Disintegrated??,"Protocol droid formality, worry",Inquisitive,Question,Seeking information,461,Unknown,Star Wars The Return Of The Jedi,1,neutral
ATEDEATE,Atedeate,"This one will be quite useful, fit him with a restraining",General conversation,Neutral,Statement,Conversational,463,Unknown,Star Wars The Return Of The Jedi,11,neutral
THREEPIO,C-3PO,"No wait, Artoo don’t leave me….","Protocol droid formality, worry",Resistant/Negative,Statement,Opposing,465,Unknown,Star Wars The Return Of The Jedi,6,negative
ATEDEATE,Atedeate,"So you’d rather not get stuck cleaning the prison cells,",General conversation,Resistant/Negative,Statement,Opposing,469,Unknown,Star Wars The Return Of The Jedi,10,negative
ATEDEATE,Atedeate,(Continued) You’ll do clean up! Follow me.,General conversation,Urgent/Commanding,Exclamation,Assertive,472,Unknown,Star Wars The Return Of The Jedi,7,neutral
STAR,Star,"CAPTAIN, who stands angrily before the slimy rogue.",General conversation,Neutral,Statement,Conversational,477,Unknown,Star Wars The Return Of The Jedi,8,neutral
CAPTAIN,Captain,"Listen Jabba, I’m tired of waiting….",General conversation,Neutral,Statement,Conversational,478,Unknown,Star Wars The Return Of The Jedi,6,neutral
JABBA,Jabba,(in Huttese) Bring forth my new protocol droid.,General conversation,Neutral,Statement,Conversational,479,Unknown,Star Wars The Return Of The Jedi,8,neutral
JABBA,Jabba,(in Huttese) What is he saying?,General conversation,Inquisitive,Question,Seeking information,482,Unknown,Star Wars The Return Of The Jedi,6,neutral
THREEPIO,C-3PO,"(in Huttese) He is tired of waiting, Your Excellency.","Protocol droid formality, worry",Neutral,Statement,Conversational,483,Unknown,Star Wars The Return Of The Jedi,9,neutral
THREEPIO,C-3PO,(in English) His Excellency finds your impatience irritating,"Protocol droid formality, worry",Neutral,Statement,Conversational,486,Unknown,Star Wars The Return Of The Jedi,8,neutral
CAPTAIN,Captain,(puts hand on gun) You tell that swollen scumbag he’d,General conversation,Neutral,Statement,Conversational,488,Unknown,Star Wars The Return Of The Jedi,10,neutral
